frame,x,y,dist_from_hoop_ft,shot_type,track_hits,track_score
154,864.2199004975123,126.91940298507463,0.9164420268423586,2PT,21,0.5672437038259719
152,301.2116402116402,400.67724867724866,0.3548265954853656,2PT,8,0.4347474816695394
154,977.5757575757576,189.2828282828283,1.1099484961461314,2PT,22,0.5239707787251253
152,273.89247311827955,311.30107526881716,0.28693833248964024,2PT,8,0.4277533101119839
158,1016.0733333333333,467.4933333333333,1.2485290613123083,2PT,8,0.47110035733124106
172,1090.448275862069,393.65804597701145,1.3496744289741,2PT,19,0.4918784841847397
156,908.46875,501.90104166666663,1.08169040942258,2PT,21,0.5315088780281156
158,828.9020979020979,551.3193473193472,0.9981029856235776,2PT,9,0.41374641104945137
156,1078.9685185185185,440.4907407407407,1.3493715302891651,2PT,9,0.5273643722715824
160,170.5,413.7971014492753,0.5594214044274187,2PT,9,0.5280176357286062
158,1179.6129032258063,278.2706093189964,1.4961052628543634,2PT,19,0.5583898175575228
158,901.3386454183267,190.64010624169987,0.9625784560618476,2PT,19,0.3996804892590671
160,1274.6756756756756,473.4864864864865,1.7333504920386773,2PT,6,0.41159604493835866
160,891.7891156462584,543.5646258503401,1.0921839774343358,2PT,6,0.6376219976983332
160,1059.71875,447.8125,1.3173771997156458,2PT,7,0.41261288574519384
172,786.3619047619047,268.67619047619047,0.731828907260583,2PT,15,0.6392302980435306
184,976.6458333333333,343.41666666666663,1.1146193481688964,2PT,18,0.6430391509129364
160,1092.4850948509484,338.6666666666667,1.3362372380843148,2PT,16,0.5495696204028695
184,924.4629629629629,239.6625514403292,0.9999923076973183,2PT,18,0.42047677438772846
162,785.5438596491227,617.9078947368421,1.016067517795115,2PT,8,0.35294763158539466
162,745.4371584699453,644.0765027322404,0.9996148247509961,2PT,6,0.75
164,853.2345679012345,613.3148148148148,1.1086441222395178,2PT,20,0.4253426464622032
188,793.4393939393939,359.99242424242425,0.7729648814524749,2PT,18,0.7276699686600061
